ID,Expected
1552,29
1553,34
1554,3
1555,14
1556,29
1557,34
1558,3
1559,35
1560,3
1561,34
1562,35
1563,14
1564,3
1565,29
1566,29
1567,42
1568,14
1569,35
1570,12
1571,34
1572,29
1573,14
1574,29
1575,35
1576,35
1577,14
1578,14
1579,35
1580,35
1581,15
1582,35
1583,34
1584,3
1585,34
1586,35
1587,3
1588,38
1589,12
1590,29
1591,35
1592,35
1593,14
1594,23
1595,14
1596,14
1597,14
1598,3
1599,34
1600,12
1601,35
1602,12
1603,23
1604,12
1605,34
1606,31
1607,35
1608,34
1609,3
1610,29
1611,52
1612,17
1613,16
1614,35
1615,12
1616,35
1617,14
1618,14
1619,29
1620,35
1621,35
1622,34
1623,60
1624,34
1625,35
1626,31
1627,1
1628,1
1629,14
1630,35
1631,35
1632,3
1633,14
1634,14
1635,30
1636,3
1637,30
1638,35
1639,14
1640,14
1641,29
1642,12
1643,35
1644,35
1645,14
1646,35
1647,3
1648,23
1649,3
1650,23
1651,35
1652,35
1653,29
1654,3
1655,3
1656,29
1657,3
1658,14
1659,3
1660,35
1661,3
1662,35
1663,42
1664,29
1665,37
1666,18
1667,12
1668,3
1669,35
1670,35
1671,35
1672,18
1673,29
1674,3
1675,35
1676,9
1677,34
1678,14
1679,49
1680,35
1681,34
1682,14
1683,31
1684,34
1685,3
1686,14
1687,42
1688,35
1689,42
1690,3
1691,3
1692,14
1693,1
1694,18
1695,3
1696,35
1697,34
1698,31
1699,35
1700,3
1701,34
1702,3
1703,34
1704,34
1705,3
1706,34
1707,1
1708,18
1709,12
1710,1
1711,35
1712,37
1713,34
1714,35
1715,23
1716,35
1717,34
1718,17
1719,35
1720,3
1721,34
1722,42
1723,23
1724,35
1725,35
1726,29
1727,35
1728,30
1729,35
1730,35
1731,35
1732,31
1733,3
1734,42
1735,31
1736,3
1737,3
1738,3
1739,35
1740,12
1741,34
1742,29
1743,35
1744,1
1745,30
1746,35
1747,3
1748,3
1749,23
1750,3
1751,3
1752,18
1753,12
1754,29
1755,12
1756,3
1757,35
1758,12
1759,34
1760,29
1761,14
1762,35
1763,3
1764,18
1765,3
1766,34
1767,3
1768,35
1769,29
1770,35
1771,1
1772,31
1773,3
1774,12
1775,34
1776,3
1777,14
1778,34
1779,34
1780,34
1781,58
1782,9
1783,23
1784,18
1785,14
1786,35
1787,18
1788,35
1789,3
1790,31
1791,23
1792,1
1793,34
1794,35
1795,3
1796,34
1797,12
1798,3
1799,23
1800,3
1801,35
1802,3
1803,3
1804,35
1805,35
1806,29
1807,37
1808,30
1809,35
1810,58
1811,34
1812,23
1813,35
1814,3
1815,42
1816,34
1817,30
1818,3
1819,3
1820,14
1821,34
1822,3
1823,35
1824,12
1825,42
1826,35
1827,29
1828,3
1829,35
1830,3
1831,35
1832,34
1833,35
1834,3
1835,1
1836,14
1837,14
1838,34
1839,31
1840,35
1841,35
1842,12
1843,34
1844,14
1845,12
1846,35
1847,52
1848,34
1849,35
1850,31
1851,23
1852,54
1853,12
1854,29
1855,34
1856,29
1857,14
1858,12
1859,42
1860,14
1861,42
1862,34
1863,3
1864,14
1865,3
1866,29
1867,3
1868,29
1869,35
1870,3
1871,42
1872,31
1873,16
1874,35
1875,29
1876,34
1877,35
1878,18
1879,3
1880,34
1881,3
1882,14
1883,3
1884,3
1885,29
1886,38
1887,35
1888,35
1889,29
1890,3
1891,35
1892,35
1893,34
1894,35
1895,54
1896,35
1897,3
1898,35
1899,52
1900,35
1901,3
1902,18
1903,34
1904,3
1905,42
1906,29
1907,34
1908,58
1909,35
1910,14
1911,3
1912,34
1913,34
1914,31
1915,22
1916,54
1917,52
1918,34
1919,34
1920,30
1921,3
1922,14
1923,33
1924,3
1925,3
1926,52
1927,1
1928,35
1929,35
1930,14
1931,35
1932,3
1933,29
1934,34
1935,3
1936,18
1937,35
1938,3
1939,3
1940,14
1941,5
1942,12
1943,34
1944,3
1945,35
1946,3
1947,35
1948,3
1949,30
1950,3
1951,3
1952,52
1953,22
1954,31
1955,66
1956,29
1957,3
1958,34
1959,35
1960,34
1961,3
1962,34
1963,3
1964,34
1965,35
1966,35
1967,12
1968,52
1969,14
1970,35
1971,29
1972,3
1973,35
1974,30
1975,35
1976,3
1977,35
1978,30
1979,23
1980,35
1981,34
1982,1
1983,14
1984,14
1985,16
1986,3
1987,3
1988,35
1989,35
1990,23
1991,34
1992,35
1993,29
1994,3
1995,12
1996,3
1997,29
1998,14
1999,18
2000,34
2001,3
2002,34
2003,29
2004,35
2005,35
2006,12
2007,3
2008,35
2009,14
2010,52
2011,3
2012,35
2013,3
2014,16
2015,3
2016,35
2017,3
2018,1
2019,3
2020,35
2021,29
2022,3
2023,14
2024,35
2025,29
2026,35
2027,34
2028,3
2029,34
2030,18
2031,35
2032,35
2033,29
2034,35
2035,42
2036,3
2037,23
2038,12
2039,18
2040,3
2041,3
2042,45
2043,35
2044,34
2045,52
2046,3
2047,33
2048,14
2049,14
2050,34
2051,34
2052,18
2053,34
2054,34
2055,42
2056,9
2057,3
2058,35
2059,34
2060,3
2061,35
2062,3
2063,12
2064,52
2065,35
2066,12
2067,3
2068,3
2069,34
2070,35
2071,35
2072,3
2073,34
2074,34
2075,29
2076,35
2077,29
2078,34
2079,33
2080,29
2081,3
2082,29
2083,60
2084,3
2085,42
2086,3
2087,29
2088,35
2089,29
2090,34
2091,12
2092,35
2093,31
2094,14
2095,23
2096,29
2097,5
2098,37
2099,3
2100,37
2101,3
2102,30
2103,34
2104,35
2105,33
2106,29
2107,34
2108,35
2109,3
2110,34
2111,3
2112,29
2113,29
2114,31
2115,34
2116,17
2117,29
2118,35
2119,29
2120,3
2121,35
2122,34
2123,14
2124,35
2125,18
2126,34
2127,3
2128,29
2129,35
2130,42
2131,12
2132,35
2133,35
2134,31
2135,35
2136,29
2137,35
2138,35
2139,37
2140,14
2141,35
2142,3
2143,3
2144,35
2145,52
2146,37
2147,3
2148,29
2149,35
2150,20
2151,52
2152,29
2153,38
2154,3
2155,35
2156,14
2157,14
2158,42
2159,14
2160,35
2161,12
2162,14
2163,38
2164,3
2165,3
2166,12
2167,14
2168,34
2169,34
2170,34
2171,5
2172,29
2173,3
2174,31
2175,35
2176,34
2177,34
2178,14
2179,29
2180,42
2181,34
2182,12
2183,35
2184,34
2185,35
2186,34
2187,35
2188,29
2189,23
2190,42
2191,23
2192,29
2193,29
2194,42
2195,14
2196,29
2197,36
2198,38
2199,35
2200,3
2201,12
2202,34
2203,15
2204,17
2205,31
2206,29
2207,34
2208,37
2209,23
2210,14
2211,12
2212,31
2213,3
2214,12
2215,3
2216,12
2217,12
2218,14
2219,3
2220,3
2221,34
2222,14
2223,3
2224,6
2225,42
2226,16
2227,34
2228,42
2229,31
2230,29
2231,3
2232,30
2233,35
2234,34
2235,29
2236,42
2237,35
2238,35
2239,33
2240,34
2241,34
2242,12
2243,1
2244,35
2245,14
2246,34
2247,3
2248,34
2249,12
2250,14
2251,14
2252,3
2253,35
2254,35
2255,15
2256,35
2257,31
2258,29
2259,35
2260,35
2261,3
2262,14
2263,33
2264,37
2265,34
2266,18
2267,35
2268,29
2269,35
2270,35
2271,52
2272,14
2273,14
2274,35
2275,15
2276,14
2277,3
2278,3
2279,35
2280,34
2281,12
2282,31
2283,3
2284,35
2285,29
2286,29
2287,42
2288,12
2289,1
2290,38
2291,35
2292,29
2293,15
2294,12
2295,18
2296,3
2297,34
2298,42
2299,29
2300,35
2301,35
2302,37
2303,34
2304,34
2305,3
2306,34
2307,3
2308,31
2309,30
2310,3
2311,34
2312,3
2313,34
2314,37
2315,23
2316,35
2317,6
2318,35
2319,18
2320,14
2321,34
2322,3
2323,34
2324,34
2325,35
2326,35
2327,34
2328,12
2329,34
2330,3
2331,3
2332,35
2333,29
2334,3
2335,14
2336,35
2337,29
2338,35
2339,12
2340,34
2341,23
2342,3
2343,34
2344,30
2345,52
2346,34
2347,34
2348,3
2349,5
2350,3
2351,35
2352,23
2353,12
2354,3
2355,35
2356,3
2357,34
2358,3
2359,18
2360,34
2361,31
2362,18
2363,35
2364,34
2365,14
2366,29
2367,14
2368,23
2369,42
2370,12
2371,37
2372,16
2373,29
2374,29
2375,14
2376,30
2377,3
2378,34
2379,34
2380,3
2381,14
2382,14
2383,52
2384,52
2385,30
2386,12
2387,14
2388,3
2389,3
2390,42
2391,3
2392,14
2393,3
2394,18
2395,12
2396,35
2397,14
2398,12
2399,3
2400,14
2401,29
2402,23
2403,34
2404,14
2405,3
2406,30
2407,23
2408,35
2409,29
2410,14
2411,18
2412,34
2413,35
2414,31
2415,38
2416,12
2417,29
2418,3
2419,35
2420,35
2421,3
2422,29
2423,22
2424,42
2425,3
2426,29
2427,29
2428,14
2429,34
2430,29
2431,3
2432,34
2433,35
2434,35
2435,18
2436,22
2437,12
2438,14
2439,29
2440,3
2441,3
2442,60
2443,29
2444,29
2445,18
2446,3
2447,3
2448,29
2449,29
2450,34
2451,35
2452,12
2453,3
2454,14
2455,35
2456,29
2457,35
2458,3
2459,3
2460,29
2461,34
2462,31
2463,3
2464,3
2465,16
2466,12
2467,3
2468,14
2469,34
2470,3
2471,35
2472,35
2473,30
2474,3
2475,29
2476,14
2477,18
2478,1
2479,35
2480,3
2481,52
2482,35
2483,35
2484,30
2485,35
2486,3
2487,35
2488,42
2489,29
2490,3
2491,31
2492,52
2493,3
2494,14
2495,12
2496,3
2497,14
2498,35
2499,3
2500,12
2501,3
2502,3
2503,33
2504,34
2505,57
2506,35
2507,3
2508,1
2509,3
2510,1
2511,1
2512,3
2513,38
2514,60
2515,1
2516,3
2517,34
2518,35
2519,35
2520,3
2521,31
2522,37
2523,3
2524,37
2525,12
2526,12
2527,3
2528,35
2529,14
2530,35
2531,12
2532,3
2533,18
2534,35
2535,14
2536,18
2537,3
2538,16
2539,23
2540,52
2541,3
2542,35
2543,35
2544,34
2545,3
2546,29
2547,3
2548,35
2549,3
2550,37
2551,35
2552,14
2553,37
2554,42
2555,35
2556,12
2557,34
2558,3
2559,35
2560,34
2561,35
2562,37
2563,12
2564,35
2565,3
2566,29
2567,14
2568,29
2569,35
2570,34
2571,29
2572,29
2573,18
2574,29
2575,42
2576,3
2577,12
2578,34
2579,3
2580,29
2581,14
2582,18
2583,3
2584,35
2585,35
2586,34
2587,12
2588,29
2589,3
2590,14
2591,14
2592,34
2593,14
2594,14
2595,3
2596,14
2597,35
2598,14
2599,34
2600,42
2601,14
2602,35
2603,3
2604,12
2605,23
2606,29
2607,14
2608,34
2609,12
2610,35
2611,3
2612,35
2613,34
2614,34
2615,3
2616,12
2617,14
2618,3
2619,12
2620,35
2621,29
2622,34
2623,35
2624,30
2625,35
2626,35
2627,29
2628,3
2629,34
2630,29
2631,14
2632,14
2633,35
2634,35
2635,35
2636,35
2637,3
2638,34
2639,34
2640,35
2641,12
2642,34
2643,3
2644,30
2645,14
2646,34
2647,35
2648,35
2649,35
2650,30
2651,34
2652,1
2653,35
2654,35
2655,35
2656,16
2657,35
2658,35
2659,54
2660,35
2661,3
2662,14
2663,29
2664,3
2665,3
2666,35
2667,3
2668,35
2669,30
2670,29
2671,37
2672,29
2673,35
2674,18
2675,34
2676,12
2677,35
2678,35
2679,34
2680,29
2681,12
2682,1
2683,34
2684,14
2685,3
2686,3
2687,34
2688,35
2689,1
2690,23
2691,14
2692,42
2693,29
2694,3
2695,35
2696,16
2697,12
2698,5
2699,52
2700,12
2701,35
2702,52
2703,14
2704,33
2705,12
2706,14
2707,54
2708,42
2709,3
2710,3
2711,3
2712,30
2713,3
2714,35
2715,34
2716,3
2717,3
2718,3
2719,35
2720,29
2721,12
2722,5
2723,35
2724,12
2725,29
2726,24
2727,35
2728,29
2729,14
2730,31
2731,30
2732,35
2733,14
2734,12
2735,35
2736,14
2737,29
2738,14
2739,34
2740,31
2741,3
2742,30
2743,23
2744,3
2745,30
2746,35
2747,3
2748,29
2749,29
2750,18
2751,3
2752,12
2753,14
2754,23
2755,23
2756,34
2757,18
2758,35
2759,38
2760,12
2761,35
2762,35
2763,14
2764,29
2765,14
2766,35
2767,34
2768,3
2769,35
2770,35
2771,34
2772,3
2773,3
2774,18
2775,12
2776,35
2777,42
2778,3
2779,12
2780,35
2781,29
2782,34
2783,33
2784,35
2785,1
2786,3
2787,31
2788,12
2789,52
2790,34
2791,35
2792,34
2793,35
2794,34
2795,25
2796,35
2797,3
2798,29
2799,34
2800,3
2801,34
2802,3
2803,12
2804,14
2805,14
2806,54
2807,52
2808,35
2809,35
2810,34
2811,14
2812,14
2813,30
2814,42
2815,35
2816,3
2817,60
2818,35
2819,35
2820,35
2821,14
2822,34
2823,35
2824,35
2825,3
2826,35
2827,35
2828,3
2829,35
2830,34
2831,29
2832,3
2833,12
2834,34
2835,52
2836,35
2837,29
2838,34
2839,14
2840,35
2841,29
2842,35
2843,29
2844,3
2845,14
2846,3
2847,17
2848,35
2849,3
2850,34
2851,35
2852,14
2853,29
2854,12
2855,14
2856,3
2857,35
2858,12
2859,31
2860,3
2861,34
2862,3
2863,3
2864,3
2865,3
2866,3
2867,34
2868,12
2869,35
2870,1
2871,35
2872,3
2873,23
2874,14
2875,14
2876,34
2877,34
2878,2
2879,42
2880,23
2881,14
2882,34
2883,33
2884,14
2885,35
2886,3
2887,35
2888,32
2889,29
2890,29
2891,35
2892,18
2893,35
2894,30
2895,35
2896,29
2897,29
2898,29
2899,3
2900,34
2901,34
2902,34
2903,14
2904,29
2905,29
2906,22
2907,35
2908,38
2909,31
2910,35
2911,18
2912,35
2913,1
2914,3
2915,3
2916,29
2917,29
2918,34
2919,12
2920,35
2921,34
2922,14
2923,35
2924,14
2925,31
2926,29
2927,3
2928,17
2929,12
2930,34
2931,38
2932,35
2933,34
2934,31
2935,3
2936,37
2937,35
2938,12
2939,34
2940,35
2941,35
2942,35
2943,3
2944,29
2945,14
2946,12
2947,5
2948,3
2949,35
2950,34
2951,3
2952,17
2953,42
2954,35
2955,12
2956,54
2957,29
2958,42
2959,3
2960,3
2961,35
2962,35
2963,14
2964,35
2965,54
2966,42
2967,3
2968,14
2969,15
2970,35
2971,29
2972,12
2973,23
2974,1
2975,35
2976,14
2977,3
2978,35
2979,34
2980,3
2981,3
2982,31
2983,35
2984,35
2985,35
2986,35
2987,23
2988,35
2989,22
2990,16
2991,3
2992,29
2993,3
2994,29
2995,34
2996,1
